journal_title,Trauma und Berufskrankheit
article_title,„Neue“ Heilverfahren im fünften Jahr„New“ treatment procedures after 5 years
keyword,"['Arbeitsunfall\xa0', 'Gesetzliche Unfallversicherung\xa0', 'Neuordnung stationäre Heilverfahren\xa0', 'Verletzungsartenverfahren\xa0', 'Schwerstverletzungsartenverfahren\xa0', 'Occupational accident\xa0', 'Social accident insurance\xa0', 'Inpatient treatment procedures, restructuring\xa0', 'Injuries type procedure\xa0', 'Severest injuries type procedure\xa0']"
history,"['2018-03', '2017-09-05']"
abstract,"ZusammenfassungDie zum 01.01.2013 verabschiedete Neuordnung der stationären Heilverfahren in der gesetzlichen Unfallversicherung in Form eines neuen stationären Durchgangsarztverfahrens (DAV), eines modifizierten Verletzungsartenverfahrens (VAV) und eines ebenfalls neuen Schwerstverletzungsartenverfahrens (SAV) befindet sich kurz vor Ablauf der 5‑jährigen Übergangsfrist. Zwischenzeitlich sind in Bayern und Sachsen über zwei Drittel der an der Versorgung von Verletzten nach Arbeitsunfällen teilnehmenden Kliniken auf Basis der neuen Anforderungen geprüft. Dabei hat sich in 3 von 4 Fällen die bisherige Einstufung der Kliniken bestätigt. Der Blick auf die Landkarte zeigt eine weitgehend homogene Verteilung der stationären Einrichtungen in den Verfahrensarten. Auch im Schwerstverletzungsartenverfahren steht mit aktuell 23 teilnehmenden Kliniken ein weitgehend flächendeckendes Netz zur Verfügung."
journal_title,Trauma und Berufskrankheit
article_title,Biopsie von Weichteiltumoren des muskuloskeletalen SystemsBiopsy of soft tissue tumors of the musculoskeletal system
keyword,"['Weichteilsarkom\xa0', 'Raumforderung\xa0', 'Neoplasie\xa0', 'Inzisionsbiopsie\xa0', 'Exzisionsbiopsie\xa0', 'Soft tissue sarcoma\xa0', 'Malignant mass\xa0', 'Neoplasia\xa0', 'Incisional biopsy\xa0', 'Excisional biopsy\xa0']"
history,"['2018-03', '2017-09-20']"
abstract,"ZusammenfassungHintergrundTumoren des muskuloskeletalen Systems sind selten, die Symptome eher allgemein und unspezifisch. Sie stellen deshalb, insbesondere im jüngeren Alter, eine große Herausforderung an Diagnostik und Therapie dar. Neben der allgemeinen Anamnese, klinischen Untersuchung und Basisdiagnostik (Labordiagnostik, Röntgen, ggf. Sonographie) stellt die spezielle Tumordiagnostik mit Computertomographie, Magnetresonanztomographie und Szintigraphie (bei Knochentumoren) einen wichtigen Baustein dar. Zur Erstellung einer definitiven Diagnose und des daraus resultierenden interdisziplinären Therapieplans ist eine Biopsie der unklaren Raumforderung oft unerlässlich. Obgleich Leitlinien für Probeentnahmen vorliegen, ist bei dieser operativen Maßnahme die Fehlermöglichkeit hoch.MethodenEs handelt sich um eine Übersichtsarbeit auf Basis eine Literaturrecherche.ErgebnisseBiopsien werden in Inzision- und Exzisionsbiopsien unterteilt. Es existieren Leitlinien der operativen Gesellschaften, die das Vorgehen festlegen. Zu berücksichtigen ist, dass das Biopsieareal durch Tumorzellen kontaminiert wird und bei einer definitiven Resektion mit entfernt werden sollte. Primäre Exzisionsbiopsien sollten nur bei abgrenzbaren, eher subkutan liegenden Raumforderungen unter 5 cm erwogen werden.DiskussionDa die Fehlerquote und Komplikationsrate bei Biopsien hoch sind und erheblichen Einfluss auf die Diagnostik und Therapie der Erkrankung haben, sollte die Biopsie nur in Zentren mit umfangreicher Erfahrung durchgeführt werden, die auch in der Lage sind, die nachfolgenden Operationen vorzunehmen."
journal_title,Trauma und Berufskrankheit
article_title,Die neuen Heilverfahren im 5. JahrThe new healthcare process after 5 years
keyword,"['Verletzungsartenverfahren\xa0', 'Schwerstverletzungsartenverfahren\xa0', 'Kindliche Verletzungen\xa0', 'Hüftgelenknahe Oberschenkelbrüche\xa0', 'Kindesalter\xa0', 'Injury type procedure\xa0', 'Severe injury type procedure\xa0', 'Pediatric injuries\xa0', 'Proximal femoral fractures\xa0', 'Childhood\xa0']"
history,"['2018-03', '2018-01-09']"
abstract,"ZusammenfassungDie Überarbeitung des Verletzungsartenverzeichnisses in der Fassung aus 2013 ging über die ursprünglich vorgesehene redaktionelle Überarbeitung hinaus und kann nunmehr als Fassung 2.0 bezeichnet werden. Als 11. Punkt wurden die Komplikationen, wie sie typisch nach Monaten oder Jahren auftreten, wieder in das Verzeichnis übernommen. Systematisch überarbeitet wurden Aufzählungen, die nunmehr mittels Spiegelstrichen klar dargestellt werden. Neu aufgenommen als Punkt 6.5 wurden die hüftgelenknahen Brüche des Oberschenkels. Das Kindesalter ist für das Verletzungsartenverzeichnis mit der Vollendung des 15. Lebensjahres nach oben definiert. Es ist geplant, die Neufassung im Laufe des Jahres 2018 in Kraft zu setzen."
journal_title,Trauma und Berufskrankheit
article_title,Alternative Operationstechniken zur Behandlung von Femurschaftfrakturen bei Kindern und JugendlichenAlternative surgical techniques for the treatment of femoral shaft fractures in children and adolescents
keyword,"['Adipositas\xa0', 'Platte\xa0', 'Nagel\xa0', 'Osteosynthese\xa0', 'Mobilität\xa0', 'Obesity\xa0', 'Plate\xa0', 'Nail\xa0', 'Osteosynthesis\xa0', 'Mobility\xa0']"
history,"['2018-03', '2017-06-20']"
abstract,"ZusammenfassungMit zunehmendem Mobilitätsbedürfnis steht die operative Therapie der Femurschaftfraktur bei Kindern und Jugendlichen im Vordergrund. Seit Einführung der elastisch stabilen intramedullären Nagelung (ESIN) in den 1980er-Jahren stellt sie den Goldstandard für die Osteosynthese dieser Frakturen dar. Mit immer größerer Ausweitung der Indikation häufen sich jedoch Berichte über Komplikationen dieser Technik. Neuere Studien legen nahe, dass gerade beim älteren und schwereren Kind die ESIN an ihre biomechanischen Grenzen gelangt. Insbesondere in dieser Patientengruppe, aber auch bei allen anderen Frakturtypen, bei denen die ESIN keine sichere Stabilisierung gewährleisten kann, werden alternative Techniken empfohlen. Die Indikation des Fixateur externe liegt im Wesentlichen in der zügigen Stabilisierung bei Polytraumatisierung oder Anwendung bei schlechten Weichteilverhältnissen. Die Plattenosteosynthese stellt eine gute Alternative zur internen Fixierung proximaler oder distaler Femurfrakturen dar, kann jedoch auch – meist in der MIPO (minimalinvasive Plattenosteosynthese)-Technik – für längsinstabile Frakturen des Schaftes verwendet werden. Der konventionelle antegrade Marknagel ist zum einen häufig nicht für den schmalen Markraum bei Adoleszenten geeignet, zum anderen birgt er die Gefahr einer Durchblutungsstörung aufgrund des Eintrittspunktes. Der speziell für das Kindesalter entwickelte laterale Adoleszentennagel ist in geringeren Durchmessern erhältlich und hat wegen seines lateralen Eintrittspunktes nicht das Risiko der Durchblutungsstörung. Letztendlich ist die Therapie der Femurschaftfraktur im Wesentlichen abhängig von Alter und Gewicht der Kinder. Um eine adäquate Osteosynthese für alle Frakturtypen, Gewichts- und Altersgruppen zu erzielen, müssen daher sämtliche Alternativen neben der ESIN beherrscht werden."
journal_title,Trauma und Berufskrankheit
article_title,Läsion der distalen BizepssehneLesions of the distal biceps tendon
keyword,"['Ruptur\xa0', 'Therapie\xa0', 'Differenzialdiagnose\xa0', 'Refixierung\xa0', 'Funktionelles Ergebnis\xa0', 'Rupture\xa0', 'Therapy\xa0', 'Differential diagnosis\xa0', 'Refixation\xa0', 'Functional result\xa0']"
history,"['2018-03', '2018-01-30']"
abstract,"ZusammenfassungDer M. biceps brachii hat aufgrund der Beuge- und Supinationsfunktion am Arm funktionell eine große Bedeutung. Die vollständige Ruptur der distalen Bizepssehne wird typischerweise bei funktionsaktiven Männern gesehen. Der Kraftverlust nach konservativer Therapie ist ausgeprägt (30–40 % für die Flexion, >50 % für die Supination). Durch die Refixierung der Sehne an der Tuberositas radii kann ein gutes funktionelles Ergebnis in Aussicht gestellt werden. Chronische Teilläsionen der distalen Bizepssehne sind schmerzhaft und sollten in die Differenzialdiagnose von Ellenbogenschmerzen einbezogen werden"
journal_title,Trauma und Berufskrankheit
article_title,Endoprothetische Versorgung des posttraumatischen KniegelenksTotal knee arthroplasty following trauma of the knee
keyword,"['Arthrose\xa0', 'Kniegelenkendoprothese\xa0', 'Mobilität\xa0', 'Frakturendoprothetik\xa0', 'Modulare Implantatsysteme\xa0', 'Osteoarthritis\xa0', 'Total knee arthroplasty\xa0', 'Mobility\xa0', 'Fracture endoprosthetics\xa0', 'Modular implant systems\xa0']"
history,"['2018-03', '2017-07-28']"
abstract,"ZusammenfassungHintergrundDas Wiedererlangen der Mobilität nach schwerem Kniegelenktrauma ist bei älteren Patienten oft ein großes Problem. Die primäre Frakturendoprothetik des Kniegelenks kann hier in bestimmten Fällen eine sinnvolle Behandlungsoption darstellen.Ziel der Arbeit (Fragestellung)Das Ziel dieser Arbeit besteht in der Erstellung des Indikationsspektrums, Darlegung der Risiken und Chancen der Frakturendoprothetik des Kniegelenks.Material und MethodenEs erfolgte eine selektive Literaturanalyse unter Berücksichtigung von Empfehlungen und eigenen Erfahrungen.ErgebnisseTrotz adäquater initialer osteosynthetischer Versorgung von kniegelenknahen Frakturen sind beim älteren Patienten die Langzeitergebnisse eher schlecht. Aufgrund der oft nicht umsetzbaren Entlastung kommt es insbesondere bei schlechter Knochenqualität häufig zum sekundären Korrekturverlust. Darüber hinaus ist die Rate an posttraumatischer Gonarthrose im Alter deutlich erhöht. Die moderne Knieendoprothetik erlaubt durch modulare Implantatsysteme mit verschiedenen Kopplungsmechanismen, Verankerungs- und Augmentationsmöglichkeiten die Versorgung auch komplexer Verletzungen und erzielt bei frühzeitiger Mobilisierbarkeit zumindest mittelfristig gute bis sehr gute Ergebnisse. Indikationen für die Endoprothetik nach Kniegelenktrauma sind gelenkflächennahe Frakturen, vorbestehende Arthrose, höheres Alter, Osteoporose und die Unfähigkeit zur Entlastung. Dagegen stellen schwere Weichteilschäden, Infekte oder Verletzungen des Streckapparats Kontraindikationen dar.DiskussionDie Frakturendoprothetik des Kniegelenks kann beim geriatrischen Patienten eine sinnvolle Therapieoption darstellen, sofern die Indikationsstellung gewissenhaft erfolgt."
journal_title,Trauma und Berufskrankheit
article_title,Hart getroffenKnocked out
keyword,"['Schädel-Hirn-Trauma\xa0', 'Diagnostik\xa0', 'Behandlungspfade\xa0', 'Breitensport\xa0', 'Spitzensport\xa0', 'Traumatic brain injury\xa0', 'Diagnostics\xa0', 'Treatment pathway\xa0', 'Leisure sports\xa0', 'Competitive sports\xa0']"
history,"['2018-03', '2017-08-31']"
abstract,"ZusammenfassungSchädel-Hirn-Traumen (SHT) im Sport sind häufig und nehmen weiter zu. Sie treten v. a. bei Kontaktsportarten (Eishockey, Fußball, Handball, Basketball, Kampfsport) auf und können erhebliche akute und langfristige Folgen haben. Aufgrund neuer wissenschaftlicher Erkenntnisse hat diese Thematik international viel Beachtung gefunden. Auch in Deutschland existieren mittlerweile sowohl im Breiten- als auch im Spitzensport Handlungsanweisungen im Umgang mit Schädel-Hirn-Traumen. Eine möglichst flächendeckende Schulung und Umsetzung sollten zügig erfolgen, um die Sicherheit der Sportler zu erhöhen und Folgeerscheinungen zu vermeiden."
journal_title,Trauma und Berufskrankheit
article_title,Nekrotisierende WeichteilinfekteNecrotizing soft tissue infections
keyword,"['Infektionserkrankung\xa0', 'nekrotisierende Weichteilinfektionen\xa0', 'Nekrotisierende Fasziitis\xa0', 'Pyoderma\ufeff\xa0', 'Sepsis\xa0', 'Bakterien\xa0', 'Infectious diseases\xa0', 'Necrotizing soft tissue infection\xa0', 'Necrotizing fasciitis\xa0', 'Pyoderma\xa0', 'Sepsis\xa0', 'Bacteria\xa0']"
history,"['2018-03', '2017-09-13']"
abstract,"ZusammenfassungUnter den nekrotisierenden Haut- und Weichteilinfekten („necrotizing skin and soft tissue infections“ [NSSTIs]) wird eine Entität seltener Infektionserkrankungen zusammengefasst, die ein breites Spektrum an klinischen Erscheinungsbildern bieten. Diese reichen von oberflächlichen Hautnekrosen ohne systemische Infektzeichen bis zur klassischen nekrotisierenden Fasziitis mit begleitender fulminanter Sepsis und einer Dynamik, die innerhalb von Stunden zum Tode führen kann. Eine international einheitliche Klassifikation gibt es nicht. Charakteristisch sind die Infektion und das klinische und histologische Bild der Nekrosen der beteiligten Weichteilschichten, ausgelöst durch unterschiedliche Bakterien als mono- oder polymikrobielle Infektion. Das klinische Erscheinungsbild reicht von subakuten bis fulminanten Verläufen. Entscheidend für die Prognose bei den fulminant verlaufenden NSSTIs sind daher die richtige Einschätzung und Diagnosestellung. Diese erfolgt initial ohne Kenntnis des Keimspektrums, ohne genaue Kenntnis der betroffenen Weichteilschichten und ohne histologische Sicherung der Diagnose. Daher kommt der ersten klinischen Diagnosestellung eine wichtige Bedeutung zu, da diese auch für die Therapieentscheidungen Weichen stellt. Im Folgenden sollen die klinische Diagnose, Differenzialdiagnose, Therapieoptionen und Prognosefaktoren der NSSTIs praxisnah dargestellt werden."
journal_title,Trauma und Berufskrankheit
article_title,SarkomresektionResection of sarcomas
keyword,"['Weichteilsarkom\xa0', 'Operation\xa0', 'Resektion\xa0', 'Rekonstruktion\xa0', 'Multimodale Therapie\xa0', 'Soft tissue sarcoma\xa0', 'Operation\xa0', 'Resection\xa0', 'Reconstruction\xa0', 'Multimodal therapy\xa0']"
history,"['2018-03', '2017-10-06']"
abstract,"ZusammenfassungHintergrundWeichteilsarkome sind eine seltene maligne Tumorerkrankung, deren Therapie eine hohe Spezialisierung der beteiligten Kliniken notwendig macht. Aufgrund besserer Überlebensraten und damit höherer Lebenserwartung der Patienten sind die Anforderungen an die chirurgische Therapie nicht nur im Hinblick auf die Sicherheit der Resektion, sondern auch den Erhalt der Funktion gewachsen.GrundsätzeFür die Planung der Tumortherapie müssen eine adäquate Bildgebung sowie histologische Sicherung mittels Biopsie vorliegen. Die Therapie wird interdisziplinär geplant. Man unterscheidet kurative von palliativen Operationsmethoden. Die Tumorresektion erfolgt anhand der präoperativen Planung unter strikter Vermeidung der Kontamination des Situs. Es werden weite Resektionsverfahren angestrebt.Operative und rekonstruktive VerfahrenDie Resektion erfolgt durch direkten längsverlaufenden Zugang zum betroffenen Kompartiment. Der Tumor wird unter Ausnutzung anatomischer Trennschichten bedeckt mit gesundem Gewebe reseziert. Es ist auf eine suffiziente Blutstillung zu achten – zusätzlich kann präoperativ eine Tumorgefäßembolisation erfolgen. Verbliebene Muskelanteile werden zur Rekonstruktion refixiert oder eine Funktionsverbesserung durch Tenodesen erreicht. Aufwändige Weichteil- und Nervenrekonstruktionen sollten zweizeitig erfolgen und müssen adjuvante Behandlungsverfahren mit berücksichtigen. Bei größeren knöchernen Defekten kommen modulare Endoprothesen und im Fall des Verlusts großer Muskelanteile auch Arthrodesen zum Einsatz. Im Fall von Amputationen sollte eine optimale Prothesenversorgung und Nachbehandlung angestrebt werden.Multimodale TherapieNeoadjuvante und adjuvante Therapieverfahren können sowohl engere Resektionsränder ermöglichen als auch die Gesamtprognose verbessern."
journal_title,Trauma und Berufskrankheit
article_title,Strahlentherapie bei Weichteilsarkomen der ExtremitätenRadiotherapy in soft tissue sarcomas of the extremities
keyword,"['Neoadjuvante Strahlentherapie\xa0', 'Postoperative Strahlentherapie\xa0', 'Intraoperative Radiotherapie\xa0', 'Intensitätsmodulierte Strahlentherapie\xa0', 'Brachytherapie\xa0', 'Neoadjuvant radiotherapy\xa0', 'Postoperative radiotherapy\xa0', 'Intraoperative radiotherapy\xa0', 'Intensity modulated radiotherapy\xa0', 'Brachytherapy\xa0']"
history,"['2018-03', '2017-08-31']"
abstract,"ZusammenfassungHintergrundDie funktionserhaltende Behandlung von Patienten mit Weichteilsarkomen (WTS) der Extremitäten ist eine interdisziplinäre Herausforderung.FragestellungEs erfolgte eine Analyse der Evidenzlage zu Stellenwert und Art der radiotherapeutischen Behandlung (RT) innerhalb multimodaler Konzepte.Material und MethodeEs erfolgten die Zusammenstellung aktueller Leitlinien zur multimodalen Behandlung, insbesondere zur Rolle der prä- oder postoperativen RT bei WTS der Extremitäten sowie Darstellung und Erläuterung der Rolle moderner strahlentherapeutischer Spezialtechniken.ErgebnisseSowohl die prä- als auch die postoperative RT sind empfohlene Indikationen bei WTS-Patienten in den Stadien II und III. Eine klare Empfehlung gibt es auch für die postoperative RT bei inkompletter Resektion. Der Einsatz sowohl der prä- als auch der postoperativen RT korreliert mit einer Verbesserung der lokalen Kontrolle, ein positiver Einfluss auf das Überleben bleibt am ehesten auf die Subgruppe mit High-grade-WTS beschränkt. Langfristig zeigt die präoperative RT weniger Spättoxizitäten, führt jedoch akut zu mehr Wundkomplikationen. Moderne Spezialtechniken wie die bildgeführte intensitätsmodulierte Radiotherapie (IG-IMRT), die intraoperative Radiotherapie (IORT) und die Brachytherapie (BT) können die Nebenwirkungen deutlich reduzieren.SchlussfolgerungenModerne strahlentherapeutische Techniken führen zu einer verbesserten lokalen Kontrolle bei Patienten mit WTS in den Stadien II und III"
journal_title,Trauma und Berufskrankheit
article_title,Diametaphysäre UnterschenkelfrakturFractures of the lower leg shaft
keyword,"['Unterschenkelschaftfraktur\xa0', 'Kind\xa0', 'Adoleszenz\xa0', 'Konservative Therapie\xa0', 'Intramedulläre Nagelung\xa0', 'Lower leg shaft fracture\xa0', 'Child\xa0', 'Adolescent\xa0', 'Conservative therapy\xa0', 'Intramedullary nailing\xa0']"
history,"['2018-03', '2017-10-16']"
abstract,"ZusammenfassungBei der Unterschenkelschaftfraktur handelt es sich um die häufigste Schaftfraktur im Kindesalter. Die Inzidenz wird in der Literatur mit 5,8 % angegeben. Unverschobene Tibiaschaftfrakturen können konservativ behandelt werden, instabile vollständige Unterschenkelschaftfrakturen werden häufig operiert. An Verfahren kommen hier die elastisch-stabile intramedulläre Nagelung (ESIN), der Fixateur externe und (eingeschobene) Plattenosteosynthesen zum Einsatz. Als Komplikation muss v. a. an das Kompartmentsyndrom gedacht werden, welches im Kollektiv der operierten Kinder häufiger Auftritt. Außerdem kann es zu Beinlängendifferenzen kommen. Insgesamt ist die Prognose bei richtiger Behandlung sehr gut."
journal_title,Trauma und Berufskrankheit
article_title,Weichteiltumoren des BewegungsapparatesMusculoskeletal soft tissue tumors
keyword,"['Plastische Deckung\xa0', 'Lappenplastik\xa0', 'Prothese\xa0', 'Resektion\xa0', 'Therapieplanung\xa0', 'Plastic surgery\xa0', 'Free flaps\xa0', 'Prosthesis\xa0', 'Resection\xa0', 'Treatment planning\xa0']"
history,"['2018-03', '2018-02-09']"
abstract,"ZusammenfassungHintergrundResektionen von Weichteiltumoren des Bewegungsapparates können große Resektionsdefekte hinterlassen.FragestellungWelche Defekte nach Resektion von Weichteiltumoren des Bewegungsapparates sind deckbar?Material und MethodeEs erfolgte eine Literaturrecherche.ErgebnisseWeichteiltumoren des Bewegungsapparates sind in Deutschland vergleichsweise seltene Tumoren. Für die onkologische Therapie sind Leitlinien hinterlegt. Für die plastische Rekonstruktion von Weichteiltumoren existieren keine Leitlinien, es sind in der Literatur jedoch multiple Konzepte hinterlegt. Unterschieden werden muss in die Defektdeckung und die Wiederherstellung der Funktion. Auch die Hebedefekte müssen bei der Planung der Deckung beachtet werden. Neben Rekonstruktionen mit körpereigenem Gewebe ist auch eine Rekonstruktion mit Prothesen möglich.SchlussfolgerungenEntscheidend für den Therapieerfolg ist das frühzeitige Hinzuziehen des plastisch/rekonstruktiven Chirurgen in die Therapieplanung, um ein für den Pateinten optimales Ergebnis zu erreichen."
journal_title,Trauma und Berufskrankheit
article_title,Begutachtung der PatellarandschädenAssessment of marginal damage of the patella
keyword,"['Patellafraktur\xa0', 'Patella partita\xa0', 'Patellaluxation\xa0', '„Sleeve fracture“\xa0', 'Stressfrakturen\xa0', 'Patella fracture\xa0', 'Bipartite patella\xa0', 'Patella dislocation\xa0', 'Sleeve fracture\xa0', 'Stress fractures\xa0']"
history,"['2018-03', '2017-03-30']"
abstract,"ZusammenfassungNeben den typischen Patellafrakturen im Erwachsenenalter, meist durch Anpralltraumen entstanden, gibt es Patellarandschäden als Folge einer Ossifikationsstörung (Apophysenäquivalent; Patella partita), sog. Stressfrakturen, aber auch die „sleeve fracture“ und Sehnenabrissfrakturen im jugendlichen Alter sowie den medialen Patellarandabriss durch eine Patellaluxation."
journal_title,Trauma und Berufskrankheit
article_title,Entitäten der WeichteilsarkomeSoft tissue sarcoma entities
keyword,"['Weichteiltumoren\xa0', 'Molekulare Pathologie\xa0', 'DNA-Methylierung\xa0', 'Klassifizierung\xa0', 'Molekulare zielgerichtete Therapie\xa0', 'Soft tissue tumors\xa0', 'Molecular pathology\xa0', 'DNA methylation\xa0', 'Classification\xa0', 'Molecular targeted therapy\xa0']"
history,"['2018-03', '2017-12-12']"
abstract,"ZusammenfassungWeichteilsarkome sind mit weniger als 1 % aller Krebserkrankungen selten. In Deutschland wurden in den letzten Jahren zwischen 3500 und 3750 Neuerkrankungen pro Jahr registriert. Es lassen sich grob 2 Gruppen unterteilen: Entitäten mit einzelnen, gut definierten Treibermutationen und Sarkome mit einem komplexen Genotyp. Als Risikofaktoren gelten eine genetische Prädisposition wie die Neurofibromatose, radioaktive Strahlung, infektiöse Agenzien, Umweltgifte und chronische Entzündungen. Daneben können insbesondere fibroblastische Tumoren mit einem Trauma assoziiert sein. Die vorliegende Übersichtsarbeit basiert auf der mehrjährigen Erfahrung des Erstautors als Leiter des Referenzzentrums für Weichteiltumoren am Institut für Pathologie des Universitätsklinikums Jena und präsentiert aktuelle Daten zur Epidemiologie sowie zur pathologischen, genetischen und epigenetischen Klassifikation von Sarkomen. Darüber hinaus werden die technischen Entwicklungen der Sarkomdiagnostik mittels Methylom- und Genkopienzahlanalytik beleuchtet sowie die Möglichkeit illustriert, wie sich Sarkome anhand ihres Methylierungsmusters klassifizieren lassen. Diese Methodik wird voraussichtlich zusammen mit der massiven parallelen DNA-Sequenzierung Einzug in die Sarkomdiagnostik halten. Dem Pathologen wird zukünftig eine wichtige Rolle in der Interpretation dieser Daten im Kontext seiner konventionellen, auf histomorphologischen und immunhistologischen Befunden basierenden Klassifikation zukommen. Neben der Kenntnis der vielen Tumorentitäten bedarf es dabei eines Verständnisses der molekularen und zellulären Mechanismen im Sinne einer Pathway-Pathologie. Es ist zu hoffen, dass sich daraus neue translationale Ansätze bei der Behandlung dieser aktuell nur schwer medikamentös therapierbaren Tumoren ergeben werden."
journal_title,Trauma und Berufskrankheit
article_title,Weichteilrekonstruktionen an Hand und Fuß im KindesalterSoft tissue reconstruction of hands and feet in childhood
keyword,"['Handverletzungen\xa0', 'Fußverletzungen\xa0', 'Weichteilverletzungen\xa0', 'Kinder\xa0', 'Verletzungsmuster\xa0', 'Hand injuries\xa0', 'Foot injuries\xa0', 'Soft tissue injuries\xa0', 'Children\xa0', 'Injury pattern\xa0']"
history,['2018-02-27']
abstract,"ZusammenfassungIn der Notaufnahme ist, abgesehen von Prellungen und Platzwunden im Bereich des Kopfes, die Hand mit 20–25 % einer der am häufigsten verletzten Körperabschnitte beim Kind. Es finden sich unterschiedliche Verletzungsmuster von banalen bis operationsbedürftigen komplexen Verletzungen. Dabei zeigen sich deutliche Unterschiede bei den Verletzungen zwischen Kleinkindern und älteren Kindern. Der Fuß ist von Verletzungen deutlich seltener betroffen (5–10 %). Hier herrschen banale Weichteilverletzungen wie Prellungen vor. Aufwendige Weichteilrekonstruktionen sind daher mehr im Bereich der Hand notwendig. Hier kommt es in knapp 10 % zu Amputationsverletzungen bzw. Sehnen- und Nervenverletzungen."
journal_title,Trauma und Berufskrankheit
article_title,Spezielle Verletzungen der Strecksehnen an der HandSpecial injuries of the extensor tendons on the hand
keyword,"['Fingergelenk\xa0', 'Fingerverletzungen\xa0', 'Gelenkluxation\xa0', 'Ruptur\xa0', 'Sehnenverletzungen\xa0', 'Finger joint\xa0', 'Finger injuries\xa0', 'Joint dislocation\xa0', 'Rupture\xa0', 'Tendon injuries\xa0']"
history,['2018-02-02']
abstract,"ZusammenfassungDiese Strecksehnenläsionen an Endgelenk, Mittelgelenk sowie langer Daumenstrecksehne sind überwiegend geschlossene Verletzungen. Am Endgelenk handelt sich um rein sehnige oder knöcherne Abrisse des Sehnenansatzes. Die Therapie ist überwiegend konservativ. Am Mittelgelenk kann die Schädigung den Tractus intermedius oder zusätzlich die Seitenzügel betreffen und bestimmt dann das therapeutische Vorgehen. Die Ruptur der langen Daumenstrecksehne entsteht durch lokale Kompromittierung in ihrem osteofibrösen Kanal am Tuberculum listeri. Die Therapie der Wahl ist die Transposition der Extensor-indicis-Sehne."
journal_title,Trauma und Berufskrankheit
article_title,Distorsion des oberen SprunggelenkesAnkle sprain
keyword,"['Fibulotalare Bandruptur\xa0', 'Peronealsehnen\xa0', 'Processus lateralis tali\xa0', 'Syndesmosenruptur\xa0', 'Therapie\xa0', 'Fibulotalar ligament rupture\xa0', 'Peroneal tendon\xa0', 'Lateral tubercle of the talus\xa0', 'Syndesmosis rupture\xa0', 'Treatment\xa0']"
history,['2018-01-09']
abstract,"ZusammenfassungDie Distorsion (Verdrehung) des Sprunggelenks zählt zu den in der Praxis am häufigsten behandelten Verletzungen des oberen Sprunggelenks. Betroffen sind in erster Linie laterale Strukturen des Sprunggelenks und des Fußes, wobei hier die Verletzung des fibulotalaren Bandapparates am häufigsten behandelt werden muss. Neben dem lateralen Bandapparat können sowohl die Peronealsehnen und die Syndesmose als auch knöcherne Strukturen wie der Proc. lateralis tali („snowboarder’s ankle“) verletzt sein. Da aufgrund der räumlichen Nähe der Strukturen das klinische Erscheinungsbild sehr ähnlich sein kann, ist eine genaue klinische Untersuchung essenziell, um höhergradige Verletzungen, die mit einer schlechten Prognose verbunden sind, nicht zu übersehen. Der Beitrag gibt anhand der aktuellen Literatur eine Behandlungsempfehlung für die Therapie der oben genannten Verletzungen."
journal_title,Trauma und Berufskrankheit
article_title,Persönliche Leistungserbringung durch den D‑ArztPersonal service provision by the D‑Arzt
keyword,"['Durchgangsarztverfahren\xa0', 'Unfallärztliche Bereitschaft\xa0', 'Amtshaftung\xa0', 'Auslegungshinweise\xa0', 'Qualifikation\xa0', 'Accident insurance consultant procedure\xa0', 'On call accident medical services\xa0', 'Public liability\xa0', 'Instructions for interpretation\xa0', 'Qualification\xa0']"
history,['2018-01-08']
abstract,"ZusammenfassungDas Durchgangsarztverfahren der Deutschen Gesetzlichen Unfallversicherung e. V. (DGUV) weist im Vergleich zur kassenärztlichen Versorgung einige Besonderheiten auf. Hierzu zählen beispielweise die Vorstellungspflichten beim Durchgangsarzt, die von Ärzten und Unternehmern zu beachten sind. Weiterhin muss eine D‑Arzt-Praxis eine unfallärztliche Bereitschaft von Montag bis Freitag von 08:00 Uhr bis 18:00 Uhr durch den D‑Arzt gewährleisten. Bestimmte ärztliche Leistungen im Durchgangsarztverfahren dürfen nur vom D‑Arzt selbst oder dessen anerkanntem ständigem Vertreter „höchstpersönlich“ erbracht werden. Weitere Informationen zu dieser gesamten Thematik enthalten die „Auslegungshinweise“ der DGUV, die von allen D‑Ärzten zu beachten sind."
journal_title,Trauma und Berufskrankheit
article_title,Exo-ProthesenregisterAmputation register
keyword,"['Prothese\xa0', 'Stumpfprobleme\xa0', 'Behandlungsablauf\xa0', 'Standards\xa0', 'Qualitätsmerkmale\xa0', 'Prosthesis\xa0', 'Stump problems\xa0', 'Treatment course\xa0', 'Standards\xa0', 'Quality features\xa0']"
history,['2017-12-18']
